,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsReligiousHate,LEMM
205,False,False,False,False,False,False,False,False,False,False,My least favorite test tube video far .
206,True,True,False,False,True,False,False,False,False,False,"heard Billionaire funded organised riot , fucken suck joke"
207,False,False,False,False,False,False,False,False,False,False,Please slow ! I cant tell sped Ms Scully talking really quickly . Great video great information little fast .
208,False,False,False,False,False,False,False,False,False,False,While dont agree police action kill boy mean protest looting destroying neighbourhood . That stupid make people ' want support struggle .
209,True,True,False,False,False,False,False,False,False,False,Fucking savage ! Protest sumthing real ... Like government robbing sendin kid elegal WAR ! You laughing stock America congrats !
210,False,False,False,False,False,False,False,False,False,False,came read racist comment lol
211,False,False,False,False,False,False,False,False,False,False,sure people protesting actually protesting believe people taking advantage sad situation cause much chaos damage hurting community
212,False,False,False,False,False,False,False,False,False,False,We need come togather
213,False,False,False,False,False,False,False,False,False,False,Dont call peacefully protest .. When burn car lol
214,True,False,False,False,False,True,True,False,False,False,"And section lady gentleman , see black people misbehaving . I wonder would happen everyone rioted court decision go way ."
215,True,True,False,False,False,False,False,False,False,False,Dirtbags . Including CNN
216,False,False,False,False,False,False,False,False,False,False,Why protester throwing stuff reporter
217,False,False,False,False,False,False,False,False,False,False,Guy @ 0:34 got hard .....
218,True,True,False,True,False,False,False,False,False,False,"As I watched I kept muttering shoot , shoot , pull trigger . Rubber bullet hurt like MFer ."
219,False,False,False,False,False,False,False,False,False,False,Send france
220,False,False,False,False,False,False,False,False,False,False,Fun Fact : live ammo gun rubber slug
221,True,True,False,True,False,False,False,False,False,False,fucking brain dead let Nazi police scum bag take
222,True,True,False,True,False,False,False,False,False,False,`` Dis furgusun de unitid stateth ' murka ! '' - Retard start violent protest try pawn 'police state ' lie cop arrive .
223,False,False,False,False,False,False,False,False,False,False,GOD bless Police .
224,True,False,False,False,False,True,True,True,False,False,"USA land free baby . HAHAHAHA ! All people living USA , thankful everyday . This worse country earth ."
225,False,False,False,False,False,False,False,False,False,False,Was Virginia ?
226,False,False,False,False,False,False,False,False,False,False,wow need get shit straight never weapon pointed one vid ready position due riot understandable course action one know anything
227,True,False,False,False,False,True,True,True,False,False,dumber people earth american
228,True,True,False,False,False,False,False,False,False,False,At .16 screw price crap think ' cool disrespect AMERICAN FLAG .
229,True,True,False,True,False,False,False,False,False,False,shoot first ask question later hahahahahaha
230,False,False,False,False,False,False,False,False,False,False,What police ? That army ....
231,True,True,False,True,False,False,False,False,False,False,shot
232,True,True,False,True,False,False,False,False,False,False,"A true dictatorship ! Let ' wait check coutries start sanctioning U.S government ? I guess none country , USA corrupted country world except Russia China ."
233,False,False,False,False,False,False,False,False,False,False,"I ' point I think cop point gun I , know , I ' told , something I provoked ."
234,False,False,False,False,False,False,False,False,False,False,techno party ! ! !
235,True,False,False,False,False,True,False,False,False,True,awesome job law enforcement send disrupt & tear Islamic extremist radical America thanks ....
236,True,True,False,True,False,False,False,False,False,False,bad weapon discharged
237,False,False,False,False,False,False,False,False,False,False,"obama show ho face city , yet supported ...... sad"
238,False,False,False,False,False,False,False,False,False,False,"Wait , rioting ? The people standing boredly sidewalk , guy gun middle traffic ?"
239,True,True,False,True,False,False,False,False,False,False,Police cleaned mess quick ! Nice .
240,True,True,False,True,False,False,False,False,False,False,find satisfying reason
241,False,False,False,False,False,False,False,False,False,False,Confederation ill back ?
242,True,True,False,False,False,False,False,False,False,False,"Those gun use rubber bullet , stupid Russian news channel"
243,False,False,False,False,False,False,False,False,False,False,Perfect police
244,True,True,False,False,True,False,False,False,False,False,Protesters suck
245,True,True,False,True,False,False,False,False,False,False,"rocket launcher take care lightly armored vehicle , lol"
246,True,True,False,True,False,False,False,False,False,False,Too bad riot shotgun loaded live round .
247,True,True,False,True,False,False,False,False,False,False,Time test police gun fire fire .
248,True,True,True,False,False,False,False,False,False,False,Buy ak47 shoot USA copa
249,True,True,False,True,False,False,False,False,False,False,"Ah , beautiful ."
250,True,True,True,False,False,False,False,False,False,False,Kill protester
251,False,False,False,False,False,False,False,False,False,False,I think guy profiting standoff ’ caring one side .
252,True,False,False,False,False,True,True,False,False,False,Blue life let ’ matter send BLM commie street
253,True,True,False,False,True,False,False,False,False,False,"I ' cop . Those protester steal , destroy thing . They solving shit"
254,False,False,False,False,False,False,False,False,False,False,"And see . They impose `` gunlaws '' . In fact . Even machine gun , people could anything police . They car body protection like tank . Just wanted say ."
255,True,True,False,False,True,True,True,False,False,False,"Our shit serving medium concocts story , white cop kill innocent black teenager , bullshit , get `` black community '' arm , burn shit .. story useless talking head get front camera . At least week see black white crime reported news .. national attention , federal involvement ... wtf ? Black men need stand father stop looking excuse .. fuck yall .. yall ."
256,False,False,False,False,False,False,False,False,False,False,What video actually happen ? You simply trying smear young man ’ image . So wanted rapper . So stole cigar ? Nothing side video deserves death sentence . Also released new video Officer Wilson showing injury . It show Officer Wilson truthful incident . Perhaps need wait detail post bias video . If ’ going post video make sure accurate . Not mention friend criminal stated Brown giving . You black white witness nothing incident stated hand surrendering Wilson shot .
257,True,True,False,True,False,False,False,False,False,False,Funny thing government trusted judge . Fucking disgusting .
258,False,False,False,False,False,False,False,False,False,False,"What relevance marijuana ? The autopsy show entry wound spread body . In close range , spread would tight , hitting region likely chest area . But long range , spread would dispersed see report wound underside arm , exposed arm raised `` gesture peace '' IE `` hand empty away body '' pose . This plus powder burn body . He far away ."
259,True,False,False,False,False,True,True,False,False,False,You know crazy .... I actually came across video bitcoin trying learn knew looked familiar .... I took time look Mike Browns personal profile specifically soundcloud . While I think guilty representing wrong light maybe stealing still deserve die . The fact WHITE people like continued insinuate ridiculous show clear lack empathy sympathy . It seems like `` animal '' think ..... And especially offensive looking back video 3 year later hip/hop rnb ( OUR BLACK CULTURE ) biggest thing medium still dont understand perspective . To say Trayvon Martin making lean video show ignorant truly well . Sprite Fanta CARBONATED DRINK used making lean .... Not tea ....
260,False,False,False,False,False,False,False,False,False,False,"Stefan , I like standup Darren Wilson though . Your side event lose integrity give clean chit considering incompetent Ferguson police turning ."
261,True,False,False,False,False,True,True,False,False,False,"This typical mindset white people ( white people ) . He deserved . So I say , people like Sean Hannity feuling fire prejudice racism . Don ' let people influence . They want race war start marshall law ."
262,True,True,False,False,True,False,False,False,False,False,"You perform basic snatch grab robbery local convenience store turn strong arm robbery immigrant midget store clerk le 30 minute later get lit yahoo cop told get fuck middle road proceeded recognized fitting description assailant came radio ; talk Mutherfuckin Karma ! Stealing shit warrant deadly force Karma ' Bitch fuck ability control direct measure decree ? Ain ' Mutherfucker put pant ' one leg time , ' sure !"
263,False,False,False,False,False,False,False,False,False,False,It ' sad I watch YouTube video get non biased report ' going Ferguson ! Thank You !
264,True,True,False,False,True,False,False,False,False,False,"This dude sure seems know good bit smoking weed . Hmmm . According clown black man somewhat gang side factual based photo ' , justified MURDER AN UNARMED HUMAN BEING ! Its ok MF-er"
265,False,False,False,False,False,False,False,False,False,False,What injury cop get treated ?
266,True,True,False,False,True,True,True,False,False,False,I wonder big crater Thug Brown made street met final shot melon . You get sew ... BLM - When Truth Facts Don ' Shit Kitchens get right direction toilet .
267,False,False,False,False,False,False,False,False,False,False,Stefan - fan Rep. M. Rivers
268,True,True,True,True,False,False,False,False,False,False,"More Your corrupt police harmed . They safe . I defend self fighting back shooting DEAD , get ' ready , cause ! catalyst ? fact city/town/government/usa , CATALYST . This pot boiling many year , generation bring equalizer door step , We also PURGE ; feel effect ."
269,False,False,False,False,False,False,False,False,False,False,Shocking truth come light .
270,True,True,False,False,False,False,False,False,False,False,"clearly racist shrill canadian vegatable , plant life box ivory snow truly know nothing Negro race ."
271,False,False,False,False,False,False,False,False,False,False,You guy love guy spends 10 minute telus roll blunt
272,False,False,False,False,False,False,False,False,False,False,' taser gun need ? ? ?
273,True,True,False,False,False,False,False,False,False,False,"@ Stefan Molyneux You sir , dumbest smart guy ever . You researcher ? Research enitre history Blackman America understand thing way . You detachted reality comical ."
274,False,False,False,False,False,False,False,False,False,False,"Yeah course go college , money come Pel majority Negros drop half way semester ."
275,False,False,False,False,False,False,False,False,False,False,You white folk always asked would cop something could ruin career . My answer know get away . They know chief fellow cop cover . They know white folk asshole like make excuse slim none chance trial kind always acquit .
276,True,False,False,False,False,True,True,False,False,False,"If black want respect , speak , act , dress like Huxtable family . You want treated prejudice speak , act dress like known gangster , steal thing , act like street !"
277,True,True,False,False,False,False,False,False,False,False,". Leaving information giving police report ask info , * * lying omission . That ' outright lying ...... omitted information . These stupid lawyer ."
278,False,False,False,False,False,False,False,False,False,False,mIcheal brown asked got ! If think shot black YOUR racist !
279,True,True,False,False,False,False,False,False,False,False,OK DIPSHITS : I ' care ' 7 foot tall 600 pound . 1 . Call BACKUP 2 . Use pepper spray 3 . Use baton 4 . Use taser 5 . Wait BACKUP 6 . Use GUN HOW DOES THE SAYING GO A MONKEY WITH BLINDFOLDS AND IT 'S HANDS TIED BEHIND IT 'S BACK ? ANYWAYS : The preliminary autopsy showed shot 4 time IN LESS LETHAL AREAS EXECUTED WITH 2 GUNSHOT WOUNDS TO THE HEAD ! ! ! ! ! ! ! ! !
280,False,False,False,False,False,False,False,False,False,False,deserved killed smoke weed ... like fighting ... throw gang sign allegedly stole cigar ?
281,False,False,False,False,False,False,False,False,False,False,Great point . Thank trying calmly dissect . Praying truth come handle truth .
282,False,False,False,False,False,False,False,False,False,False,Is cell phone video shown anymore ? All I get `` sorry '' message saying private .
283,False,False,False,False,False,False,False,False,False,False,"published Aug 17 , `` truth '' still uncovered , know likely , You cant assume know entire story investigated , The Feds going investigate PD going back year , case . I think going know time go , assuming know answer looked microscope misleading people"
284,False,False,False,False,False,False,False,False,False,False,"I guess You ' never done anything wrong life . So according analysis , police right shoot six time make sure dead . He already dead . You proud officer . This tell everything . I hope child ."
285,False,False,False,False,False,False,False,False,False,False,"Looks like medium come bogus clam cause division , side thing . The question ' much ' people see truth , government planing ? & medium fueling ?"
286,False,False,False,False,False,False,False,False,False,False,"Stephan Ive watching quite first post , The truth Henry Kissinger I would interested hearing opinion man ty ."
287,False,False,False,False,False,False,False,False,False,False,"Here intellectual mature approach case 1- black man 32 many older black men prison , dead stuck matrix truthers struggling . Because older men guide younger male , often encounter police without understanding deal cop . Many role model come rapper , advocate violence police . So deer caught headlight potential life death encounter . ( Racism Not ) 2- Many black people ranting hate crime , clearly assaulted store clerk , indicates propensity violence Wilson . Stop pointing finger address problem black teen lack male role model . 3-With said , black people need address alternative dealing suspects/victims non-lethal weaponry deal encounter . If race start focus solution possible violent encounter alternative , see progress police . 4- You ' go protest burn community retalitation police , support theory Brown product violent environment . Because burning business going solve problem police department ? This counter-productive . 5-It hoax ...."
288,True,True,False,False,False,False,False,False,False,False,"'' freaking 2014 people still racist , police still awful"
289,False,False,False,False,False,False,False,False,False,False,How get shot 3 time inside right arm palm hand hand surrender position ? That ' consistent charging officer . It consistent eye witness account said surrendering .
290,True,True,False,False,True,False,False,False,False,False,"Great video . Although I wish would ' focused shit police , ' thing keeping rioter supporter complete idiot ."
291,False,False,False,False,False,False,False,False,False,False,"going 'viral ' - already viewed 100,000 police US ."
292,True,False,False,False,False,True,True,False,False,False,thug going college black people always cry .. American Indians I ' see one cry .....
293,False,False,False,False,False,False,False,False,False,False,"So , guy get high A lot"
294,False,False,False,False,False,False,False,False,False,False,"Michael Brown 13th person shot week US Here others , notice almost share something common . http : //tftppull.freethoughtllc.netdna-cdn.com/wp-content/uploads/2014/11/murdered -- police.jpg"
295,False,False,False,False,False,False,False,False,False,False,His character matter un-armed killed hand ! ! ! ! ! ! Damn could arrested kill . What Fuck let OJ get away murder kill boy stealing cigar
296,True,True,False,False,True,False,False,False,False,False,"Bullshit , best place live America , completely liberal , worst place live America , overwhelmingly republican . And fact jack ."
297,False,False,False,False,False,False,False,False,False,False,internet trolling time high
298,True,True,False,True,False,False,False,False,False,False,"want shoot , hardly wait till one kid get trouble police get killed"
299,False,False,False,False,False,False,False,False,False,False,Another great video thanks putting one right away thinking thru usual . It sad Young Turks channel went cliche everything without thinking made look like bunch hypocrite .
300,False,False,False,False,False,False,False,False,False,False,Blunt = addiction tobacco . That blunt keep calling . This another play race card .
301,True,True,False,False,True,False,False,False,False,False,"Cops NEED given wide latitude self defense considering threat face incapacitated , high chance executed dam gun.Noone seems care shit ..."
302,True,False,False,False,False,True,True,False,False,False,since know never held hand . Anyone raise hand show police Ferguson racist scumbag . Watch tv count . There lot racist scumbags .
303,False,False,False,False,False,False,False,False,False,False,drug *
304,False,False,False,False,False,False,False,False,False,False,"Very interesting , informative ."
305,False,False,False,False,False,False,False,False,False,False,Its hoax
306,True,False,False,False,False,True,True,False,False,False,ALSO LOVE HOW THEY ONLY SHOW PICTURES OF BROWN AS AN ANGEL AND NOT AS A TUG .
307,True,True,False,True,True,False,False,False,False,False,@ 23:00 hear guy saying .. That policeman stated 31 year service 8 officer died weapon one shoot execution style whatever . So fuck Officer Wilson let 300 pound guy run 150ft -- ' big run fast I assume ? Shouldn ' take 30-40 ft tell Brown freeze ' shoot ? Bs way tell .
308,False,False,False,False,False,False,False,False,False,False,I ' black young woman I like Stefan think . We need people like country .
309,True,False,False,False,False,True,True,False,False,False,death ti white devil
310,False,False,False,False,False,False,False,False,False,False,The major difference Zimmerman case one shooter Zimmerman ' name withheld taken custody . News medium able document Zimmerman ' injury immediately . This case handled horribly lack immediate transparency . Because even everything true PO questioned cover- . Also community history Police abuse missing video alleged abuse occurred . The response medium peaceful protester also showed complete lack understanding escalation . Unlike authority dealing potential Zimmerman looting riot PD case attacked protester rather station near looting target protect business . Criminals always take opportunity distraction like storm blackout protest loot . Authorities know . And know great propaganda protester seen cause looting rather PD failed protect business . It also illustrates 2nd Amendment valuable . Business owner depended PD protection got looted business owner depended right bear arm looted .
311,False,False,False,False,False,False,False,False,False,False,"Michael Brown positively identified assailant store supposed robbery , Darren Wilson aware robbery time encounter ..... clearly racist , I unsubscribing ...."
312,False,False,False,False,False,False,False,False,False,False,need search Youtube `` Actual CNN Doctored Audio # MichaelBrown Shooting '' CNN caught changing evidence﻿
313,False,False,False,False,False,False,False,False,False,False,"Very informative , really appreciate video !"
314,False,False,False,False,False,False,False,False,False,False,You forgot add `` timeline '' suspect also assaulted owner store threatens !
315,False,False,False,False,False,False,False,False,False,False,"Great video . Level-headed , cogent , fair . Unfortunately , cognitive dissonance confirmation bias taken hold whole discussion , breath fresh air . Thank , Stefan ."
316,False,False,False,False,False,False,False,False,False,False,"Couple thing missed side argument . Firstly yes , guy dead , dead crime scene .... course cover body . Secondly , officer seems called incident based multiple source . Very odd . In addition , I make excuse strong armed robbery .... I ' understand money weed need rob cigar . Regardless excuse getting shot street . Even ignore eyewitness account assume lying , 6 shot blatantly excessive . Lastly , admit rapping law , mentioned rapped ' law . The thing come close smoking marijuana , course legal state , getting fight , teenager always ."
317,False,False,False,False,False,False,False,False,False,False,The one part hard believe guy ran officer shot . The drug I know would illicit type behavior PCP .
318,False,False,False,False,False,False,False,False,False,False,Crazy everyone like video actually watching . This video 38 min video 39 min long LOL
319,False,False,False,False,False,False,False,False,False,False,"update , I apologize fair report"
320,True,True,False,False,False,False,False,False,False,False,You honestly believe Mike Brown actually trying take cop gun cop sitting car ? You would stupid think kid would charge someone pointing gun beast high . If high could Mike go store everything else easily .. epic fail sir . Why make officer take toxicology test . The officer obviously scared going use weapon per intimidated Mike ' size . The officer know Mike stolen anything told dispatcher knew nothing shooting area . Get fact straight please .
321,True,True,False,False,False,False,False,False,False,False,I ' care Mike brown bullshit . But clearly understood youtube guy racist dumb . His point hold little water ' full hate lies100 %
322,False,False,False,False,False,False,False,False,False,False,"police car far away body , officer realy good shot , assaulted ............... BS , wake , believe . deluded . start vid pointing medium portrayed `` gentle giant '' go use similar tactic discredit MB , ref pot making rap music . guy making vid dad , would leave town ever"
323,False,False,False,False,False,False,False,False,False,False,"The focus happened officer confronted Brown lead death . Nothing else matter , focus ."
324,False,False,False,False,False,False,False,False,False,False,"Dear Grindahz ( AKA pot called kettle black ) : Spelling List , Week 1 : 1. whether 2. weather 3 . 4 . 5. ' 6. way 7. weigh 8 . Ferguson 9. stupid 10. hypocrite Stay tuned Grammar , Lesson 1 , & Punctuation , Lesson 1 ."
325,True,True,False,True,False,True,True,False,False,False,"There one thug named Brown , Who rushed cop frown . Six bullet later , met creator . And homies burn town ."
326,False,False,False,False,False,False,False,False,False,False,lmao read dude rap best part
327,False,False,False,False,False,False,False,False,False,False,"Stef , ... I agree fact case grey , however realize cop getting caught act unjustified violence daily base , getting caught video writing narrative brutality thuggery public tolerate longer , .... POLICE BRUTALITY - Recording The Police Dangerous , Necessary !"
328,True,True,False,False,True,False,False,False,False,False,"I watched Zimmerman case video full SHIT . I smell hate seeping . You bringing RAP music listens , sound-cloud nothing make charcter look foolish dangerous possible . To ever want respond , FUCK YOU AZ WELL > .. You go much effort destroy Mike Brown ' character bringing smoking habit nothing got shot . Your tone perfectly chosen word use really make Brown look like `` Unstable '' . Look much detail u went trhu slay Brown ' character ."
329,True,False,False,False,False,True,True,False,False,False,"Remember , looting ( stealing ) black purely gain free goods.All name Mike Brown.Yea right.It ' excuse steal-pure simple.A good , concise introspective Steffan.Some folk live grievance.This follows perfectly white guilt segment.Keep em rollin ."
330,False,False,False,False,False,False,False,False,False,False,"Pants , ' loot !"
331,True,True,False,True,False,False,False,False,False,False,You call researcher plan examine fact yet mention bullshit rumour . Trayvon martin iced tea skittle FACTS . Speculation victim blaming actually . Stop trying pretend yo examining fact
332,True,True,False,False,False,False,False,False,False,False,"Bottom line : Michael Brown drug addict criminal , violent criminal . So anyone feel bad got killed , unless ' criminal ?"
333,False,False,False,False,False,False,False,False,False,False,"I want know shot back front . That pretty much tell story . If shot back , none rest matter ."
334,False,False,False,False,False,False,False,False,False,False,hahahahaha molyneux reciting rap lyric intense
335,False,False,False,False,False,False,False,False,False,False,deadly force fine line im either side brutal there winning
336,False,False,False,False,False,False,False,False,False,False,"I Michael Brown , much research , I see ( My opinion ) man dangerous enough rob store without weapon , dangerous criminal anything `` gentle giant '' proof show Brown attacked Wilson peace officer . From beginning race issue , government medium created race issue . This attack Constitutional right anything ."
337,True,True,False,True,False,False,False,False,False,False,Here I thinking I getting bunch fact . Lean made skittle iced tea . Wilson know robbery . This video bunch poppy cock ! Thank wasting time .
338,False,False,False,False,False,False,False,False,False,False,I take medical cannabis ? guy liked couple face book fighting page mean necessarily aggressive
339,True,True,False,True,False,True,True,False,False,False,"LOL , trayvon ' online name `` nolimitnigga '' . people got mad piece human trash like got shot ?"
340,False,False,False,False,False,False,False,False,False,False,oh brown armed ..... two big muscular arm
341,False,False,False,False,False,False,False,False,False,False,At time reported Mr. Brown approached officer . It officer engaged young men . Mr. Brown ran away officer reported fired flight .. It inconsistent would turned confront cop already hit one bullet . You might like black folk listen spin video . You given weight eye witness report . This video discredit dead young man .
342,False,False,False,False,False,False,False,False,False,False,Nicely done .
343,False,False,False,False,False,False,False,False,False,False,"Mr. Stefan Molyneux Mr. Wilson drive . There multifple story , therefore deserve fair trial . Wilson law enforcer firm happened . It would good Wilson speaks . I ' truly respect officer , ' talk public . It seems ' hiding ."
344,False,False,False,False,False,False,False,False,False,False,For people saying cop justified here new video witness saying Mr Brown hand . http : //www.cnn.com/2014/09/10/us/ferguson-michael-brown-shooting-witnesses/
345,False,False,False,False,False,False,False,False,False,False,"My big problem case ' much shooting Michael Brown , militarized police response primarily peaceful protester police suppression medium coverage ."
346,True,True,False,True,True,False,False,False,False,False,Yea fuck store clerk ! dare try job .
347,False,False,False,False,False,False,False,False,False,False,"All info put Mike Brown- nobody bringing fact Off Darrin Wilson tested positive ( illegal , mood altering , non prescription ) steroid post shooting toxicology test ? ? One also wonder info given Grand Jury ? Doubtful ."
348,False,False,False,False,False,False,False,False,False,False,Great vid .
349,False,False,False,False,False,False,False,False,False,False,"The real question need asked . `` Why would Mike Brown rush cop already drawn weapon already shot ? '' The way answer show true color . To think Black male would disregard life , kill cop escalate punishment probation ( petty theft ) Death Penalty ( killing cop ) utterly absurd . If truly believe someone going start college next week would , I sorry racist ."
350,True,False,False,False,False,True,True,False,False,False,This 18-year-old another useless negro could barely pas inner-city high school . I ' glad shot dead street like dog.﻿
351,False,False,False,False,False,False,False,False,False,False,"Very moving , thought ! ! !"
352,True,True,False,True,False,False,False,False,False,False,How police concentrate investigation `` people '' ( called ) misbehaving . I hope investigation get cancelled behave let police work . Everyone say guy committed suicide cop attacking police first place . clear . You ' disrespect Police way .
353,False,False,False,False,False,False,False,False,False,False,@ 12:25 LMFAO
354,False,False,False,False,False,False,False,False,False,False,"You ' man , Stefan !"
355,False,False,False,False,False,False,False,False,False,False,"100 % agree , people arm , need find information rioting . Thinking getting high drug robbing store carelessly walking MIDDLE street screaming cop + attacking reaching gun `` unarmed '' ( mention size either ) people VERY gullible . I find funny race racist black racist white , every single time someone `` racist '' black person everyone throw hand get pissed white people . I racist person , I ' want sit everyone belief white people racist people happened past , make sick think I grow generation ."
356,False,False,False,False,False,False,False,False,False,False,"true , police originally said robbery nothing stop ? ? So claiming noticed cigar ?"
357,False,False,False,False,False,False,False,False,False,False,"Thank yet another sobering analysis , Stefan . amount bias deception left mainstream medium insane ."
358,False,False,False,False,False,False,False,False,False,False,"Stefan Molyneux , please explain inquiry handling subsequent unrest `` circular language game '' ? A pretty simple straightforward question seem avoiding unnecessarily hostile manner . What justification heavy-handed militaristic response looting ? Why would official handling situation decide initially block access area medium ? I family member life area attest unprofessionalism hostility law enforcement handling early . If I ' incorrect info please direct toward fact regarding . I still understand went straight attacking . I respect logic ... ' willing share . Thank advance , hopefully wont continue insult whatever reason chose ."
359,False,False,False,False,False,False,False,False,False,False,"This race much news article got NO National Media attention , last week . http : //www.wnd.com/2014/08/black-cop-kills-white-man-media-hide-race/"
360,True,True,False,False,False,True,True,False,False,False,"He look like `` gentle giant '' . ( video robbing stealing ) He look like another disgusting , thieving , thug ."
361,True,True,False,True,False,False,False,False,False,False,"OMG Stefan rap hysterical . anyway , good news I guess , know whatshisname douche deserved die . Premptive strike made Officer Darren Wilson . Huzzah another trash taken street . Probably cure disease rather treat symptom though . disease ignorance self-entitlement community lower class . Getting poverty isnt easy starting point isnt easy , still feasible right amount drive ."
362,False,False,False,False,False,False,False,False,False,False,My God ! Look This Raw Footage : SHOCKING . Ferguson Riots . Watch See What This Guy Did Do . My God ! [ HD ]
363,True,False,False,False,False,True,True,True,False,False,"+Stefan Molyneux Why hate Blacks much ? Actually I surprised , bloody British . You people conquered u , absolutely nothing . The freedom gain decade go , hate u . If ' pale , one would wonder mother Black woman ."
364,True,True,False,False,False,False,False,False,False,False,"educated Dumb ASSSS ! ! ! ) ) ) rap rap real , people like I dispise"
365,True,True,False,True,True,False,False,False,False,False,"Seriously , YouTube ? Go FUCK . I find comment Android phone I want reply , OF COURSE I ' scroll , copy paste posting comment android device fucking almost 2015 technology ' able handle mountainous task ! So I hop computer try looking goddamned comment OF COURSE comment system YouTube SO beyond fucked searching comment completely impossible ! An HOUR LATER I still ' find fucking thing . I search string `` read `` click every single stupid fucking comment , expand , I THEN search piece comment I want find , phrase I remember . AND THAT 'S click every fucking `` view xxx comment '' expand THOSE ! And , MIRACLE OF CHRIST ALFUCKINGMIGHTY , I actually FOUND piece shit comment moron even matter I replied ' thick-skulled inbred troglodytic fucknut anyway ? It ' automatically scroll 200 page comment right I clicked `` reply '' I copy , paste , quote , etc. , without scroll hour GOD FORFUCKINGBID reply box right underneath ACTUAL comment I replying ."
366,True,True,False,False,False,False,False,False,False,False,"Stefan , Excellent ! You obviously better understanding event surrounding unfortunate event president.I call unfortunate Officer Wilson life destroyed job . My fear police hesitate finding rapidly growing situation . Thank -depth honest dissertation . Tom Kelver seek help go back school get drug ."
367,True,False,False,False,False,True,True,False,False,False,"Your `` gentle giant '' seems robbed store later assaulted armed police officer ! So much school boy look hoping , thug life come high price ."
368,True,True,False,False,False,False,False,False,False,False,"Bullshit Stef . Police officer pepper spray , stun gun , number non-lethal method immediate disposal . The real question , version event hold true , gun first option officer went ?"
369,True,False,False,False,False,True,True,False,False,False,"It better society , `` greater good , '' Michael Brown went rail , got ushered college life athletic scholarship became `` Brown killer '' like O.H.Simpson . became . O.lJ . found civilly liable , 'know ."
370,False,False,False,False,False,False,False,False,False,False,"This video would interesting Stefan taking clothes . He sexy ! After case really hard understand . Why would cop good record 3 year service shoot teenager hand ? The witness friend lied started protest snowball effect ensued . All watch video store show Brown aggressive . Is hard believe evidence made huge error judgement fighting police officer ? No , ."
371,False,False,False,False,False,False,False,False,False,False,awnser 24:15 question aim leg
372,False,False,False,False,False,False,False,False,False,False,"All people talking stupid subject . I ' care blue , purple ! ! My cousin killed drunk African driver left die . And go , local news . And see rioting outside . NO . I ' sorry Michael ' family I truly . But everyone loos someone people get violent people post think people ."
373,False,False,False,False,False,False,False,False,False,False,Dude commits 3 felony including assaulting police officer shot killed . Are serious ? This race riot distract fact cop job . case closed . justice served street day .
374,False,False,False,False,False,False,False,False,False,False,difference color skin . people still say ?
375,False,False,False,False,False,False,False,False,False,False,Gentle gentl giant
376,False,False,False,False,False,False,False,False,False,False,http : //www . youtube . com/watch ? v=6yfbbt6DvHg You research come across information white construction worker witnessed Mike Brown shot hand ?
377,True,False,False,False,False,True,True,False,False,False,Was Stefan ever victim police discrimination ? The game white supremacy deny aNY involvement play victim black complain .. never fails watch comment
378,False,False,False,False,False,False,False,False,False,False,"Well , ya go . Young white man killed non-white ( say black ) cop . No medium outcry . Almost medium anything . I search . http : //www.sltrib.com/sltrib/news/58313255-78/taylor-police-officer-burbank.html.csp"
379,True,True,False,False,False,False,False,False,False,False,FACTS prove THUG .
380,True,False,False,False,False,True,True,False,False,False,"If Michael Brown Asian , name would Dindu Nuffin Wong"
381,False,False,False,False,False,False,False,False,False,False,luv dem gangzta lyreks
382,False,False,False,False,False,False,False,False,False,False,"good balanced unbiased video ... story sad , smh"
383,True,True,False,True,False,False,False,False,False,False,"Hey , last week Kansas City , Mo . Black man snuck retirement housing , broke house Beating 80 year old couple death went outside attempted hot wire antique car . Three neighbor came town-houses Mr. Howell ( afro american ) took 12 gauge shot gun EXECUTED Blowing head . He one armned known felon , gotten previous murder charge could find young girl body.Now , O.K . ol white people/caucasians ..... Where Al Sharpeton & Jesse Jackson NOW !"
384,False,False,False,False,False,False,False,False,False,False,Thank Stefan .
385,False,False,False,False,False,False,False,False,False,False,I told people facebook hold judgment till fact . I like waiting seeing fact . Part want believe Mr. Brown gentle giant lot evidence .
386,False,False,False,False,False,False,False,False,False,False,might well get next round riot w/ police officer cleared wrong ...
387,False,False,False,False,False,False,False,False,False,False,"No longer allegedly Michael Brown video , confirmed family ."
388,True,True,False,True,False,False,False,False,False,False,"Well , know truth today yet still hear `` hand , ' shoot '' BULLSHIT lie ( see Beyonce ) . . .Yet still see moniker used reason ( lie ) shoot Cops outright assassinate ."
389,False,False,False,False,False,False,False,False,False,False,love rap section !
390,False,False,False,False,False,False,False,False,False,False,Just everyone know white people die cop black even though black get arrested double rate white . Less 1 % arrest end shooting . Less 1/4 people killed police black . Courtesy FBI statistic . Maybe worry black commit much crime yet numbered 5 1 general population . oh ten year ago crime rate employment rate black better .
391,False,False,False,False,False,False,False,False,False,False,12:28 - someone please turn auto-tune rap song Stefan Molyneux ? Please .
392,True,True,False,False,False,False,False,False,False,False,"guy monster , got deserved , color matter . anyone attack guy gun gon na get shot ....... stupid illegal act tried hurting someone got blasted . give cop raise"
393,False,False,False,False,False,False,False,False,False,False,Molyneux tête de noeud !
394,False,False,False,False,False,False,False,False,False,False,"moly loooooooooooooooooooooooves cop . witness . also clueless 'riots ' . also decade police violence repression area .... also , ignorant effect marijuana ."
